Date,Mid
15 02 2019,108.437
14 02 2019,109.207
13 02 2019,108.798
12 02 2019,109.714
11 02 2019,110.239
8 02 2019,109.965
7 02 2019,110.236
6 02 2019,109.692
5 02 2019,109.241
4 02 2019,109.337
1 02 2019,109.553
31 01 2019,109.039
30 01 2019,109.552
29 01 2019,108.967
28 01 2019,109.183
25 01 2019,109.56
24 01 2019,110.188
23 01 2019,110.666
22 01 2019,109.621
21 01 2019,109.168
18 01 2019,109.188
17 01 2019,110.054
16 01 2019,110.312
15 01 2019,110.743
14 01 2019,110.662
11 01 2019,110.039
10 01 2019,110.725
9 01 2019,110.351
8 01 2019,110.253
7 01 2019,110.69
4 01 2019,111.227
3 01 2019,111.166
2 01 2019,111.885
1 01 2019,111.086
31 12 2018,111.121
28 12 2018,111.887
27 12 2018,111.968
26 12 2018,112.061
25 12 2018,112.621
24 12 2018,112.519
21 12 2018,113.276
20 12 2018,113.152
19 12 2018,113.931
18 12 2018,114.035
17 12 2018,113.894
14 12 2018,113.219
13 12 2018,113.255
12 12 2018,113.277
11 12 2018,113.376
10 12 2018,112.352
7 12 2018,112.17
6 12 2018,112.283
5 12 2018,112.348
4 12 2018,111.851
3 12 2018,111.264
30 11 2018,111.32
29 11 2018,111.386
28 11 2018,111.461
27 11 2018,111.526
26 11 2018,110.857
23 11 2018,110.939
22 11 2018,109.559
21 11 2018,110.065
20 11 2018,109.937
19 11 2018,110.329
16 11 2018,109.971
15 11 2018,109.818
14 11 2018,109.411
13 11 2018,110.453
12 11 2018,110.37
9 11 2018,111.353
8 11 2018,110.779
7 11 2018,110.831
6 11 2018,111.246
5 11 2018,111.312
2 11 2018,111.834
1 11 2018,111.493
31 10 2018,111.765
30 10 2018,111.297
29 10 2018,111.247
26 10 2018,111.477
25 10 2018,110.803
24 10 2018,113.113
23 10 2018,113.775
22 10 2018,113.342
19 10 2018,113.853
18 10 2018,114.266
17 10 2018,113.97
16 10 2018,113.255
15 10 2018,112.686
12 10 2018,112.457
11 10 2018,112.737
10 10 2018,111.982
9 10 2018,111.826
8 10 2018,111.498
5 10 2018,111.251
4 10 2018,111.052
3 10 2018,111.077
2 10 2018,109.757
1 10 2018,109.072
28 09 2018,109.317
27 09 2018,108.861
26 09 2018,108.411
25 09 2018,108.903
24 09 2018,108.567
21 09 2018,109.079
20 09 2018,109.031
19 09 2018,109.615
18 09 2018,110.939
17 09 2018,111.068
14 09 2018,110.799
13 09 2018,110.701
12 09 2018,110.734
11 09 2018,110.895
10 09 2018,111.379
7 09 2018,111.925
6 09 2018,111.036
5 09 2018,111.133
4 09 2018,110.662
