Date,Mid
15 06 2020,1.13943
12 06 2020,1.13924
11 06 2020,1.13432
10 06 2020,1.14627
9 06 2020,1.14644
8 06 2020,1.14414
5 06 2020,1.14285
4 06 2020,1.13507
3 06 2020,1.13988
2 06 2020,1.13988
1 06 2020,1.13684
29 05 2020,1.14451
28 05 2020,1.13752
27 05 2020,1.13595
26 05 2020,1.13472
25 05 2020,1.13045
22 05 2020,1.1356
21 05 2020,1.13681
20 05 2020,1.13154
19 05 2020,1.13552
18 05 2020,1.13758
15 05 2020,1.1372
14 05 2020,1.13443
13 05 2020,1.13415
12 05 2020,1.13528
11 05 2020,1.13164
8 05 2020,1.13924
7 05 2020,1.1366
6 05 2020,1.12867
5 05 2020,1.13275
4 05 2020,1.13355
1 05 2020,1.14002
30 04 2020,1.13838
29 04 2020,1.13696
28 04 2020,1.14526
27 04 2020,1.14185
24 04 2020,1.13249
23 04 2020,1.13081
22 04 2020,1.12899
21 04 2020,1.12177
20 04 2020,1.13342
17 04 2020,1.13629
16 04 2020,1.14251
15 04 2020,1.14261
14 04 2020,1.14066
13 04 2020,1.1386
10 04 2020,1.14077
9 04 2020,1.13115
8 04 2020,1.13436
7 04 2020,1.13721
6 04 2020,1.14021
3 04 2020,1.13745
2 04 2020,1.13914
1 04 2020,1.14696
31 03 2020,1.14636
30 03 2020,1.15142
27 03 2020,1.14522
26 03 2020,1.14999
25 03 2020,1.15732
24 03 2020,1.15785
23 03 2020,1.15571
20 03 2020,1.15931
19 03 2020,1.15185
18 03 2020,1.14899
17 03 2020,1.14908
16 03 2020,1.15174
13 03 2020,1.15136
12 03 2020,1.14766
11 03 2020,1.15461
10 03 2020,1.15778
9 03 2020,1.16019
6 03 2020,1.16404
5 03 2020,1.17379
4 03 2020,1.17659
3 03 2020,1.17473
2 03 2020,1.17473
28 02 2020,1.17766
27 02 2020,1.16721
26 02 2020,1.16651
25 02 2020,1.1683
24 02 2020,1.16227
21 02 2020,1.16897
20 02 2020,1.16253
19 02 2020,1.16046
18 02 2020,1.15924
17 02 2020,1.1552
14 02 2020,1.16227
13 02 2020,1.16292
12 02 2020,1.15805
11 02 2020,1.16181
10 02 2020,1.15997
7 02 2020,1.16708
6 02 2020,1.17065
5 02 2020,1.16938
4 02 2020,1.16778
3 02 2020,1.16205
31 01 2020,1.15377
30 01 2020,1.15962
29 01 2020,1.15701
28 01 2020,1.14809
27 01 2020,1.14379
24 01 2020,1.13762
23 01 2020,1.13447
22 01 2020,1.13434
21 01 2020,1.14096
20 01 2020,1.1409
17 01 2020,1.15267
16 01 2020,1.16097
15 01 2020,1.1598
14 01 2020,1.15533
13 01 2020,1.1567
10 01 2020,1.1584
9 01 2020,1.16595
8 01 2020,1.16908
7 01 2020,1.17052
6 01 2020,1.16559
3 01 2020,1.16424
2 01 2020,1.17281
1 01 2020,1.16857
31 12 2019,1.16915
30 12 2019,1.17196
27 12 2019,1.16412
26 12 2019,1.16381
25 12 2019,1.16607
24 12 2019,1.17109
23 12 2019,1.16843
20 12 2019,1.16707
19 12 2019,1.16726
18 12 2019,1.17441
17 12 2019,1.17503
16 12 2019,1.17444
13 12 2019,1.16903
12 12 2019,1.16556
11 12 2019,1.16568
10 12 2019,1.16391
