Date,Mid
5 06 2019,49.927
4 06 2019,49.928
3 06 2019,50.1
31 05 2019,50.191
30 05 2019,50.136
29 05 2019,50.261
28 05 2019,50.345
27 05 2019,50.438
24 05 2019,50.558
23 05 2019,50.342
22 05 2019,50.428
21 05 2019,50.364
20 05 2019,50.491
17 05 2019,50.639
16 05 2019,50.725
15 05 2019,50.648
14 05 2019,50.682
13 05 2019,50.29
10 05 2019,50.417
9 05 2019,50.327
8 05 2019,50.293
7 05 2019,50.367
6 05 2019,50.634
3 05 2019,50.514
2 05 2019,50.528
1 05 2019,50.543
30 04 2019,50.734
29 04 2019,50.831
26 04 2019,50.737
25 04 2019,50.823
24 04 2019,51.139
23 04 2019,51.192
22 04 2019,51.238
19 04 2019,51.279
18 04 2019,51.226
17 04 2019,51.426
16 04 2019,51.116
15 04 2019,51.282
12 04 2019,51.386
11 04 2019,51.486
10 04 2019,51.596
9 04 2019,51.659
8 04 2019,51.678
5 04 2019,51.938
4 04 2019,51.805
3 04 2019,51.802
2 04 2019,51.486
1 04 2019,51.542
29 03 2019,51.395
28 03 2019,51.394
27 03 2019,51.335
26 03 2019,51.262
25 03 2019,51.288
22 03 2019,51.492
21 03 2019,51.422
20 03 2019,51.479
19 03 2019,51.249
18 03 2019,51.224
15 03 2019,51.092
14 03 2019,50.974
13 03 2019,51.145
12 03 2019,51.211
11 03 2019,50.888
8 03 2019,50.875
7 03 2019,51.005
6 03 2019,50.972
5 03 2019,50.75
4 03 2019,50.584
1 03 2019,50.959
28 02 2019,50.856
27 02 2019,50.921
26 02 2019,51.265
25 02 2019,51.294
22 02 2019,51.275
21 02 2019,51.05
20 02 2019,50.976
19 02 2019,50.956
18 02 2019,50.827
15 02 2019,50.621
14 02 2019,51.007
13 02 2019,51.054
12 02 2019,51.126
11 02 2019,51.055
8 02 2019,51.133
7 02 2019,51.214
6 02 2019,51.08
5 02 2019,50.933
4 02 2019,51.019
1 02 2019,51.023
31 01 2019,51.154
30 01 2019,51.312
29 01 2019,51.357
28 01 2019,51.393
25 01 2019,51.383
24 01 2019,51.377
23 01 2019,51.433
22 01 2019,51.235
21 01 2019,51.003
18 01 2019,50.878
17 01 2019,50.666
16 01 2019,50.578
15 01 2019,50.449
14 01 2019,50.342
11 01 2019,50.324
10 01 2019,50.29
9 01 2019,50.377
8 01 2019,50.433
7 01 2019,50.548
4 01 2019,50.518
3 01 2019,50.613
2 01 2019,50.642
1 01 2019,50.663
31 12 2018,50.672
28 12 2018,50.66
27 12 2018,50.812
26 12 2018,50.716
25 12 2018,50.722
24 12 2018,50.524
21 12 2018,50.596
20 12 2018,50.51
19 12 2018,50.746
18 12 2018,50.849
17 12 2018,50.628
14 12 2018,50.647
13 12 2018,50.634
12 12 2018,50.558
11 12 2018,50.55
10 12 2018,50.396
7 12 2018,50.615
6 12 2018,50.6
5 12 2018,50.262
4 12 2018,50.17
3 12 2018,50.113
30 11 2018,50.389
29 11 2018,50.284
28 11 2018,50.225
27 11 2018,50.03
26 11 2018,49.86
23 11 2018,49.855
22 11 2018,49.415
21 11 2018,49.53
20 11 2018,49.595
19 11 2018,49.506
16 11 2018,49.53
15 11 2018,49.54
14 11 2018,49.481
13 11 2018,49.373
12 11 2018,49.627
9 11 2018,49.698
8 11 2018,49.794
7 11 2018,49.816
6 11 2018,49.722
5 11 2018,49.759
2 11 2018,49.882
1 11 2018,49.964
31 10 2018,49.883
30 10 2018,49.772
29 10 2018,49.692
26 10 2018,49.99
25 10 2018,49.77
24 10 2018,49.649
23 10 2018,49.614
22 10 2018,49.707
19 10 2018,49.879
18 10 2018,49.913
17 10 2018,50.035
16 10 2018,49.904
15 10 2018,49.824
12 10 2018,49.905
11 10 2018,49.957
10 10 2018,50.025
9 10 2018,50.207
8 10 2018,50.214
5 10 2018,50.042
4 10 2018,49.825
3 10 2018,49.655
2 10 2018,49.79
1 10 2018,49.849
28 09 2018,49.793
27 09 2018,49.79
26 09 2018,49.642
25 09 2018,49.267
24 09 2018,49.444
21 09 2018,49.424
20 09 2018,49.542
19 09 2018,49.705
18 09 2018,49.554
17 09 2018,49.775
14 09 2018,50.187
13 09 2018,50.183
12 09 2018,50.193
11 09 2018,50.234
10 09 2018,50.174
7 09 2018,50.171
6 09 2018,50.163
5 09 2018,50.164
4 09 2018,50.099
3 09 2018,50.186
31 08 2018,50.407
30 08 2018,50.237
29 08 2018,50.156
28 08 2018,50.097
27 08 2018,50.186
24 08 2018,50.032
23 08 2018,50.214
22 08 2018,50.316
21 08 2018,50.282
20 08 2018,50.263
17 08 2018,50.284
16 08 2018,50.429
15 08 2018,50.376
14 08 2018,50.331
13 08 2018,50.286
10 08 2018,50.41
9 08 2018,50.295
8 08 2018,50.17
7 08 2018,50.193
6 08 2018,50.169
3 08 2018,50.085
2 08 2018,50.111
1 08 2018,50.278
31 07 2018,50.448
30 07 2018,50.112
27 07 2018,49.986
26 07 2018,49.95
25 07 2018,49.952
24 07 2018,49.992
23 07 2018,49.915
20 07 2018,49.977
19 07 2018,49.868
18 07 2018,49.754
17 07 2018,49.602
16 07 2018,49.648
13 07 2018,49.698
12 07 2018,49.841
11 07 2018,49.715
10 07 2018,49.724
9 07 2018,49.83
6 07 2018,49.829
5 07 2018,49.658
4 07 2018,49.785
3 07 2018,49.948
2 07 2018,49.931
29 06 2018,50.055
28 06 2018,49.86
27 06 2018,49.812
26 06 2018,50.015
25 06 2018,49.822
22 06 2018,49.595
21 06 2018,49.739
20 06 2018,49.578
19 06 2018,49.54
18 06 2018,49.563
15 06 2018,49.29
14 06 2018,49.565
13 06 2018,49.749
12 06 2018,49.607
11 06 2018,49.606
8 06 2018,49.554
7 06 2018,49.796
6 06 2018,49.752
5 06 2018,49.478
4 06 2018,49.777
1 06 2018,49.782
31 05 2018,49.908
30 05 2018,49.936
29 05 2018,50
28 05 2018,50.041
25 05 2018,49.998
24 05 2018,49.612
23 05 2018,49.827
22 05 2018,49.72
21 05 2018,49.915
18 05 2018,49.757
17 05 2018,49.595
16 05 2018,49.605
15 05 2018,49.612
14 05 2018,49.62
11 05 2018,49.728
10 05 2018,49.936
9 05 2018,49.805
8 05 2018,49.725
7 05 2018,49.855
4 05 2018,49.907
3 05 2018,49.945
2 05 2018,49.759
1 05 2018,49.765
30 04 2018,49.665
27 04 2018,49.62
26 04 2018,49.426
25 04 2018,49.192
24 04 2018,49.185
23 04 2018,49
20 04 2018,48.964
19 04 2018,48.915
18 04 2018,48.554
17 04 2018,48.685
16 04 2018,48.555
13 04 2018,48.402
12 04 2018,48.314
11 04 2018,48.36
10 04 2018,48.435
9 04 2018,48.49
6 04 2018,48.513
5 04 2018,48.443
4 04 2018,48.208
3 04 2018,48.256
2 04 2018,48.315
30 03 2018,48.101
29 03 2018,47.942
28 03 2018,48.088
27 03 2018,48.505
26 03 2018,48.353
23 03 2018,48.358
22 03 2018,48.568
21 03 2018,48.666
20 03 2018,48.411
19 03 2018,48.318
16 03 2018,48.3
15 03 2018,48.273
14 03 2018,48.262
13 03 2018,48.223
12 03 2018,48.283
9 03 2018,48.262
8 03 2018,48.258
7 03 2018,48.395
6 03 2018,48.368
5 03 2018,48.116
2 03 2018,47.849
1 03 2018,47.756
28 02 2018,47.824
27 02 2018,47.96
26 02 2018,47.934
23 02 2018,47.61
22 02 2018,47.447
21 02 2018,47.785
20 02 2018,47.512
19 02 2018,47.416
16 02 2018,47.053
15 02 2018,46.702
14 02 2018,46.535
13 02 2018,46.479
12 02 2018,46.62
9 02 2018,46.707
8 02 2018,46.655
7 02 2018,46.51
6 02 2018,46.376
5 02 2018,46.33
2 02 2018,46.35
1 02 2018,46.513
31 01 2018,46.364
30 01 2018,46.529
29 01 2018,46.388
26 01 2018,46.293
25 01 2018,46.449
24 01 2018,46.254
23 01 2018,46.325
22 01 2018,46.568
19 01 2018,46.667
18 01 2018,46.624
17 01 2018,46.861
16 01 2018,46.942
15 01 2018,46.952
12 01 2018,47.029
11 01 2018,47.057
10 01 2018,47.02
9 01 2018,47.006
8 01 2018,47.095
5 01 2018,47.122
4 01 2018,47.28
3 01 2018,47.19
2 01 2018,47.165
1 01 2018,47.116
29 12 2017,47.11
28 12 2017,47.158
27 12 2017,46.94
26 12 2017,46.77
25 12 2017,46.793
22 12 2017,46.89
21 12 2017,47.178
20 12 2017,47.245
19 12 2017,47.385
18 12 2017,47.11
15 12 2017,47.135
14 12 2017,47.097
13 12 2017,47.051
12 12 2017,46.835
11 12 2017,47.003
8 12 2017,47.132
7 12 2017,46.947
6 12 2017,47.118
5 12 2017,47.315
4 12 2017,46.968
1 12 2017,46.488
30 11 2017,46.443
29 11 2017,46.365
28 11 2017,46.3
27 11 2017,46.427
24 11 2017,46.479
23 11 2017,46.351
22 11 2017,46.316
